starting_year,weekday,level,amount
2023,Sa,Se,11.7
2023,Tu,Fr,12.48
2023,Tu,Fr,19.15
2023,We,Fr,12.07
2023,Mo,Fr,5.13
2023,Fr,So,5.07
2023,Tu,So,23.26
2023,Tu,Ju,30.97
2023,Fr,Ju,27.33
2023,Tu,Fr,2.14
2023,Th,So,2.93
2023,Mo,Fr,3.49
2023,Th,Ju,7.79
2023,Mo,Fr,14.94
2023,Fr,Se,9.18
2023,We,Fr,11.53
2023,Sa,Fr,12.49
2023,Mo,Fr,19.93
2023,Tu,Fr,8.66
2023,Th,Fr,16.23
2023,We,Fr,4.89
2023,We,Ju,11.54
2023,Su,So,1.53
2023,Su,Fr,19.29
2023,Fr,Fr,7.07
2023,Th,Fr,18.28
2023,Th,Fr,1.21
2023,Su,Fr,5.63
2023,Th,Fr,7.29
2023,We,Ju,30.08
2023,Su,Fr,6.46
2023,Th,Fr,2.16
2023,Mo,Fr,15.63
2023,We,Fr,5.58
2023,We,Se,27.95
2023,Tu,Fr,6.28
2023,Mo,So,1.44
2023,Fr,Ju,32.0
2023,Su,Se,27.78
2023,Th,Fr,17.8
2023,Tu,So,5.47
2023,Tu,So,8.07
2023,Su,Se,41.34
2023,Mo,So,10.48
2023,Fr,So,22.83
2023,Th,Ju,1.58
2023,Tu,Ju,6.35
2023,Mo,Fr,11.02
2023,Th,Fr,6.43
2023,Mo,Fr,18.26
2023,Th,Fr,19.94
2023,Tu,Ju,23.64
2023,Mo,Fr,8.92
2023,Tu,Ju,28.47
2023,We,So,11.72
2023,Mo,Fr,1.45
2023,Tu,Fr,17.24
2023,Fr,So,25.11
2023,We,So,18.38
2023,Th,So,12.41
2023,Tu,Fr,15.13
2023,Fr,So,24.5
2023,We,So,20.36
2023,Fr,Fr,8.79
2023,Tu,Fr,2.34
2023,Mo,Ju,24.06
2023,Tu,So,0.72
2023,Fr,Fr,18.56
2023,Fr,Fr,18.56
2023,Tu,Ju,32.01
2023,We,Fr,6.97
2023,Mo,Ju,30.1
2023,Mo,Ju,10.4
2023,Th,Ju,33.36
2023,Fr,Fr,12.72
2023,Tu,Fr,6.54
2023,Fr,Fr,6.34
2023,Tu,Fr,14.21
2023,Th,Ju,21.21
2023,We,Fr,6.32
2023,Mo,So,4.49
2023,We,Ju,19.62
2023,Sa,Ju,25.54
2023,Mo,Fr,14.03
2023,Sa,Se,31.33
2023,Tu,So,11.1
2023,Fr,So,0.01
2023,We,Fr,16.84
2023,We,Se,21.62
2023,Th,Fr,12.03
2023,We,Fr,5.51
2023,Mo,Ju,7.61
2023,Mo,So,2.22
2023,Th,Fr,17.2
2023,Fr,Fr,6.87
2023,Th,Fr,13.28
2023,We,So,6.6
2023,Th,Ju,10.05
2023,Mo,Fr,16.27
2023,Su,Fr,10.33
2023,Th,Fr,13.04
2023,Mo,So,17.74
2023,Fr,Fr,13.36
2023,We,Se,15.92
2023,Mo,Fr,9.37
2023,Th,Fr,15.65
2023,Th,So,15.68
2023,Tu,Se,11.42
2023,Fr,Ju,22.16
2023,Tu,So,10.98
2023,We,Fr,5.88
2023,We,So,4.91
2023,Su,So,18.89
2023,Tu,Fr,1.03
2023,Tu,Fr,2.19
2023,We,Fr,18.71
2023,Th,Fr,16.06
2023,Tu,So,20.91
2023,Tu,Fr,10.2
2023,Mo,Ju,21.29
2023,We,So,12.01
2023,Tu,Ju,0.66
2023,We,Fr,2.87
2023,Mo,Fr,11.17
2023,Th,Se,14.55
2023,Tu,Se,1.01
2023,Mo,Fr,19.87
2023,Tu,Fr,19.98
2023,Mo,Se,11.84
2023,Mo,Ju,13.81
2023,Th,Fr,5.8
2023,We,Fr,1.99
2023,Th,So,7.85
2023,Th,Fr,17.15
2023,Mo,Fr,4.47
2023,Tu,Se,28.52
2023,Mo,Fr,10.2
2023,Mo,Se,20.85
2023,Mo,So,9.93
2023,We,Fr,14.03
2023,We,So,18.1
2023,We,Se,1.43
2023,We,So,14.37
2023,Th,Fr,9.32
2023,Mo,Fr,5.17
2023,Tu,Fr,3.67
2023,Tu,Fr,8.83
2023,Tu,Ju,2.9
2023,Tu,Ju,3.25
2023,We,Ju,3.53
2023,Su,Ju,5.29
2023,Th,Fr,11.89
2023,Th,Fr,15.11
2023,Mo,Se,39.33
2023,Mo,Fr,17.59
2023,We,Se,24.48
2023,We,Fr,1.55
2023,Tu,So,2.67
2023,We,So,11.42
2023,Tu,So,15.88
2023,We,Ju,29.51
2023,Tu,Fr,15.04
2023,We,Ju,5.67
2023,Th,So,7.01
2023,Sa,Fr,9.3
2023,Th,Fr,15.08
2023,We,So,18.9
2023,Fr,Ju,23.84
2023,Sa,Fr,2.08
2023,Mo,Fr,3.79
2023,Tu,Fr,15.86
2023,We,So,12.76
2023,Fr,So,1.46
2023,We,Fr,10.43
2023,Th,Ju,10.15
2023,Tu,Fr,0.34
2023,Tu,Fr,10.7
2023,Tu,So,1.24
2023,We,So,13.47
2023,Mo,So,2.38
2023,We,Fr,13.45
2023,Fr,Ju,30.27
2023,Tu,Fr,16.37
2023,Th,So,14.5
2023,Su,So,17.94
2023,We,Fr,19.28
2023,We,Fr,0.87
2023,We,So,7.75
2023,Fr,Ju,12.8
2023,Fr,Fr,5.74
2023,Tu,Fr,7.89
2023,Fr,Fr,15.38
2023,We,Fr,13.9
2023,Tu,Fr,15.83
2023,Tu,Fr,6.83
2023,Tu,Ju,32.7
2023,We,Se,41.89
2023,Th,So,23.62
2023,We,Ju,0.45
2023,Sa,Ju,4.39
2023,Sa,Fr,0.51
2023,We,Fr,16.75
2023,Mo,Fr,2.38
2023,Fr,So,13.31
2023,Mo,Fr,4.8
2023,Tu,Fr,5.84
2023,We,Fr,5.69
2023,Tu,Ju,21.32
2023,Th,Fr,14.94
2023,Th,Fr,12.06
2023,Th,So,9.99
2023,Mo,Fr,11.21
2023,Tu,Se,2.35
2023,We,Fr,2.94
2023,Tu,Fr,3.64
2023,Tu,Fr,12.8
2023,Tu,Fr,13.15
2023,Fr,Fr,16.72
2023,We,Fr,19.93
2023,Tu,So,22.87
2023,We,Se,3.57
2023,Tu,Fr,16.36
2023,We,Fr,5.87
2023,Tu,Ju,2.88
2023,Th,Se,35.24
2023,Mo,Fr,10.72
2023,Mo,Se,13.86
2023,Mo,So,2.74
2023,Th,So,16.38
2023,Tu,So,3.97
2023,Tu,Ju,13.9
2023,Th,Fr,6.81
2023,We,Fr,8.15
2023,Th,Ju,12.78
2023,Mo,Ju,20.91
2023,Th,Ju,15.79
2023,Th,So,22.03
2023,We,Se,18.56
2023,Mo,Fr,14.61
2023,Fr,Ju,19.69
2023,We,Fr,15.26
2023,Mo,Fr,5.46
2023,Tu,Fr,9.78
2023,Sa,Ju,14.71
2023,Mo,Fr,10.21
2023,Mo,Fr,4.94
2023,We,Fr,0.49
2023,We,Fr,12.81
2023,Tu,Fr,11.68
2023,Fr,Ju,23.99
2023,Fr,Fr,10.72
2023,Mo,Fr,4.53
2023,We,Ju,29.23
2023,We,Fr,10.19
2023,We,Se,30.54
2023,Tu,So,5.22
2023,Tu,So,3.21
2023,Mo,Fr,17.76
2023,We,Fr,11.0
2023,We,Fr,5.06
2023,We,Fr,18.2
2023,Mo,So,7.04
2023,We,Fr,14.82
2023,Fr,So,13.77
2023,Tu,So,11.9
2023,Tu,Se,38.03
2023,Su,So,8.88
2023,We,Fr,4.11
2023,Tu,Ju,21.39
2023,Tu,Fr,17.13
2023,Mo,So,25.13
2023,We,Fr,5.27
2023,Th,Fr,11.52
2023,Mo,Fr,2.1
2023,Tu,Ju,17.99
2023,Tu,Fr,2.38
2023,Mo,Fr,11.83
2023,Tu,So,5.18
2023,Tu,Fr,3.71
2023,Fr,Fr,5.66
2023,Th,Fr,1.69
2023,We,Fr,6.26
2023,We,Fr,14.01
2023,We,Fr,7.35
2023,We,Fr,8.63
2023,Tu,Fr,18.49
2023,Su,Se,9.97
2023,Tu,Se,19.32
2023,Mo,So,15.12
2023,We,So,5.31
2023,Tu,Fr,9.22
2023,Tu,Se,32.85
2023,Mo,Fr,13.62
2023,We,Fr,12.84
2023,We,Fr,0.03
2023,Tu,Se,2.23
2023,Th,Fr,9.85
2023,Mo,So,22.92
2023,Th,Se,7.77
2023,Tu,Fr,10.93
2023,Th,Ju,19.19
2023,Th,Fr,4.15
2023,Fr,Se,39.58
2023,We,Fr,11.52
2023,Sa,Fr,1.94
2023,Tu,Fr,16.5
2023,Th,Fr,5.1
2023,Mo,So,0.6
2023,We,So,14.48
2023,Mo,Fr,5.7
2023,Tu,Fr,8.13
2023,We,Fr,18.36
2023,Th,Fr,6.02
2023,We,Fr,10.47
2023,Mo,Fr,8.25
2023,Mo,Fr,10.57
2023,Mo,Fr,19.57
2023,We,So,8.93
2023,We,Fr,18.97
2023,Tu,Fr,9.27
2023,We,So,2.34
2023,Fr,Fr,18.86
2023,Tu,Ju,27.94
2023,We,So,20.32
2023,Th,Ju,0.92
2023,We,Ju,26.94
2023,Tu,Ju,3.91
2023,Tu,Se,23.64
2023,Tu,Fr,9.79
2023,Th,So,5.28
2023,We,Fr,8.33
2023,Tu,Fr,19.38
2023,Tu,Fr,11.89
2023,Tu,Fr,2.59
2023,Mo,Fr,16.72
2023,Fr,Fr,9.76
2023,Th,Ju,18.23
2023,Th,Fr,4.74
2023,Mo,Fr,1.79
2023,We,So,13.97
2023,Fr,Fr,18.52
2023,Fr,So,6.35
2023,Tu,Fr,4.26
2023,We,So,16.24
2023,Mo,Fr,2.89
2023,We,Fr,8.52
2023,Tu,So,18.91
2023,Sa,Fr,3.09
2023,Th,Fr,8.24
2023,We,Ju,25.1
2023,Th,Se,28.36
2023,Th,Fr,18.54
2023,Su,Fr,19.64
2023,Mo,Fr,7.87
2023,Mo,Fr,2.34
2023,We,Fr,18.54
2023,Tu,Fr,14.69
2023,Mo,Fr,15.99
2023,Tu,Ju,16.23
2023,We,So,11.69
2023,Mo,Fr,2.31
2023,Mo,Fr,2.71
2023,Mo,Fr,19.6
2023,We,Fr,6.03
2023,Sa,Ju,4.22
2023,Mo,Fr,13.68
2023,Tu,Ju,11.49
2023,Tu,Ju,19.36
2023,Th,So,18.44
2023,Mo,Fr,19.9
2023,Mo,Fr,9.59
2023,We,Ju,21.53
2023,We,Se,19.72
2023,Th,Fr,17.02
2023,We,So,17.7
2023,Fr,Fr,9.08
2023,Tu,Fr,8.03
2023,We,Fr,11.71
2023,Mo,Fr,7.13
2023,Mo,Fr,19.85
2023,Tu,Fr,16.44
2023,Su,Fr,3.11
2023,We,Ju,22.54
2023,Th,Ju,12.8
2023,Fr,Fr,3.59
2023,Fr,Fr,0.7
2023,Tu,Fr,15.12
2023,We,So,15.9
2023,Tu,Fr,4.06
2023,Th,So,6.82
2023,We,Ju,7.5
2023,Tu,So,20.64
2023,Fr,So,15.61
2023,Mo,Ju,31.41
2023,We,So,22.47
2023,We,Fr,15.89
2023,We,Ju,17.57
2023,Mo,Fr,8.76
2023,Fr,Fr,7.81
2023,Tu,Fr,6.39
2023,Mo,Fr,17.45
2023,Fr,Se,35.67
2023,Th,So,0.89
2023,Mo,Fr,1.27
2023,We,Fr,1.06
2023,Th,Fr,1.76
2023,Th,So,22.85
2023,Fr,Fr,12.12
2023,Th,Fr,6.0
2023,Tu,Fr,17.94
2023,Tu,Fr,5.13
2023,Tu,Fr,8.27
2023,Th,So,14.84
2023,We,So,21.85
2023,Tu,Ju,27.53
2023,Mo,Fr,4.23
2023,We,Fr,9.64
2023,Th,Fr,11.71
2023,Su,Ju,31.65
2023,Tu,Fr,3.01
2023,Mo,Fr,13.07
2023,Tu,Fr,10.86
2023,We,Fr,12.24
2023,Sa,Fr,8.4
2023,Th,So,7.64
2023,Fr,Fr,13.76
2023,Tu,Fr,9.99
2023,Th,Ju,23.38
2023,We,So,12.63
2023,Tu,Se,36.84
2023,We,Fr,8.51
2023,Mo,Fr,7.66
2023,Tu,So,13.49
2023,We,Fr,3.87
2023,We,So,18.5
2023,We,Fr,16.21
2023,Su,Ju,4.65
2023,Mo,So,7.51
2023,Fr,Fr,12.43
2023,Tu,Se,2.67
2023,Th,Ju,19.6
2023,Tu,Fr,6.69
2023,We,So,9.6
2023,Th,Ju,16.21
2023,Th,Fr,19.49
2023,We,Se,0.54
2023,We,So,12.51
2023,Th,Fr,18.88
2023,Th,So,23.4
2023,Tu,So,23.6
2023,We,Fr,7.56
2023,Fr,Fr,14.29
2023,Th,Ju,29.86
2023,Tu,So,5.14
2023,Th,Fr,6.03
2023,Tu,So,20.86
2023,We,So,14.37
2023,Th,So,18.18
2023,Fr,Se,26.35
2023,Mo,Fr,0.07
2023,We,Fr,6.74
2023,We,Fr,15.74
2023,Tu,Fr,5.24
2023,Fr,Fr,1.61
2023,Th,So,1.59
2023,We,Fr,13.19
2023,Tu,Ju,3.89
2023,Mo,So,5.81
2023,We,Fr,17.55
2023,Tu,Se,17.97
2023,Th,Fr,12.39
2023,We,So,23.75
2023,Fr,So,11.6
2023,We,So,17.27
2023,Th,Fr,18.05
2023,Th,Se,32.8
2023,Fr,Fr,6.91
2023,Tu,Fr,2.67
2023,We,Fr,8.86
2023,Fr,Fr,9.87
2023,Tu,Ju,22.93
2023,Th,Ju,1.62
2023,Tu,Ju,19.07
2023,Th,Se,25.93
2023,Mo,Fr,13.72
2023,Tu,Fr,13.64
2023,Mo,Fr,17.07
2023,Fr,Se,21.36
2023,We,Fr,17.17
2023,Tu,Se,11.98
2023,Fr,Ju,30.57
2023,We,Fr,15.47
2023,Tu,Fr,1.88
2023,Fr,So,2.07
2023,We,Fr,6.4
2023,Su,Fr,16.47
2023,Fr,Fr,19.36
2023,We,Fr,4.83
2023,Fr,So,1.37
2023,Tu,So,17.81
2023,Th,Fr,5.47
2023,Mo,Fr,8.95
2023,Th,Ju,5.45
2023,Tu,Fr,8.15
2023,Fr,Ju,23.54
2023,Tu,Fr,0.69
2023,Th,Fr,0.07
2023,We,Fr,18.17
2023,Th,Fr,12.71
2023,We,Ju,1.27
2023,We,Fr,3.58
2023,Mo,Fr,1.63
2023,Th,Ju,20.6
2023,Fr,Ju,15.93
2023,Tu,So,25.57
2023,Fr,Se,21.95
2023,Tu,Fr,0.11
2023,Tu,Fr,9.93
2023,Tu,Fr,3.81
2023,Th,Fr,15.98
2023,We,Ju,13.35
2023,Mo,So,19.67
2023,Tu,So,19.92
2023,Fr,Fr,8.54
2023,Th,Fr,17.99
2023,Mo,Fr,11.31
2023,We,Fr,19.71
2023,We,Se,33.88
2023,Th,Fr,4.58
2023,We,Fr,14.61
2023,We,Fr,13.15
2023,Tu,Fr,7.77
2023,Tu,Fr,3.38
2023,Fr,So,13.33
2023,Tu,Fr,12.11
2023,Su,Fr,2.98
2023,Fr,So,6.28
2023,Tu,Fr,7.51
2023,We,Fr,15.88
2023,Th,So,3.68
2023,Th,So,17.61
2023,Tu,Fr,1.45
2023,Th,So,12.78
2023,Th,Ju,31.02
2023,Tu,Fr,18.2
2023,Mo,So,14.13
2023,Tu,Ju,26.11
2023,Tu,Fr,0.52
2023,Th,So,21.31
2023,Tu,Fr,19.45
2023,Su,Fr,1.86
2023,Tu,So,20.77
2023,Fr,Se,15.81
2023,We,So,24.02
2023,Tu,Fr,19.14
2023,Th,Fr,5.99
2023,Tu,Ju,1.8
2023,Th,Fr,4.08
2023,We,So,8.9
2023,Th,So,7.29
2023,Th,Fr,10.13
2023,Tu,Fr,12.68
2023,Mo,Fr,5.06
2023,Mo,Fr,3.01
2023,Sa,Fr,14.97
2023,Mo,Fr,14.23
2023,Tu,Fr,2.13
2023,Mo,Se,37.06
2023,Tu,So,21.08
2023,Tu,Ju,11.68
2023,Th,Fr,0.94
2023,Tu,Ju,7.3
2023,Tu,Fr,18.61
2023,Th,Fr,4.94
2023,Tu,So,21.74
2023,We,Ju,6.92
2023,We,So,1.24
2023,Th,So,3.56
2023,Tu,Fr,11.75
2023,We,Ju,11.04
2023,Mo,Ju,16.14
2023,We,Se,5.41
2023,We,Fr,12.09
2023,Fr,Se,27.96
2023,Tu,Fr,11.28
2023,Sa,So,17.51
2023,Mo,Fr,18.87
2023,Su,Se,37.88
2023,We,So,12.54
2023,Su,Fr,0.11
2023,Th,Fr,18.05
2023,We,Se,26.52
2023,Tu,Ju,17.18
2023,We,Ju,8.33
2023,Mo,Fr,3.39
2023,We,Fr,4.76
2023,Th,Ju,10.14
2023,Fr,So,3.48
2023,Mo,Fr,14.69
2023,Mo,Ju,19.02
2023,Mo,Fr,2.4
2023,Mo,Ju,3.26
2023,Th,So,22.09
2023,Tu,So,24.51
2023,Tu,Fr,17.31
2023,Tu,Ju,3.3
2023,Fr,So,1.62
2023,Tu,Fr,9.79
2023,Mo,Se,17.46
2023,Tu,Fr,10.78
2023,Tu,Fr,14.04
2023,Tu,Fr,12.8
2023,Fr,Fr,4.44
2023,Th,Ju,32.71
2023,We,Fr,14.65
2023,Mo,Fr,3.47
2023,Th,Fr,19.56
2023,Fr,Ju,12.99
2023,Fr,Fr,2.31
2023,Fr,Fr,15.03
2023,Th,So,1.56
2023,Sa,So,3.36
2023,Th,Fr,2.46
2023,Tu,So,22.16
2023,Tu,Fr,9.63
2023,Tu,Ju,5.4
2023,Th,Fr,6.22
2023,We,Ju,33.61
2023,We,Ju,1.59
2023,Fr,Fr,13.11
2023,Tu,Se,22.84
2023,Tu,So,16.42
2023,We,Se,2.75
2023,We,Ju,21.97
2023,Tu,Fr,16.59
2023,Tu,So,21.15
2023,We,Fr,11.33
2023,Th,So,12.96
2023,Th,Fr,10.47
2023,Fr,So,12.98
2023,Fr,Ju,21.08
2023,We,Fr,0.23
2023,We,So,14.31
2023,We,So,0.76
2023,We,Se,32.54
2023,Sa,Fr,0.23
2023,Th,So,10.61
2023,Tu,Se,17.3
2023,Fr,Fr,16.44
2023,Mo,Ju,0.88
2023,We,Fr,3.74
2023,Mo,Fr,3.28
2023,Tu,Se,39.05
2023,Su,Fr,18.2
2023,Su,So,4.78
2023,Th,Se,11.57
2023,Su,Fr,17.47
2023,Tu,Fr,9.69
2023,Mo,Fr,2.01
2023,We,So,11.77
2023,Tu,Ju,30.84
2023,Tu,So,22.94
2023,Su,Fr,3.76
2023,We,Ju,28.44
2023,Tu,Fr,4.77
2023,Tu,Fr,11.4
2023,Sa,Ju,3.57
2023,Tu,Fr,5.17
2023,Fr,So,16.61
2023,We,Se,28.82
2023,We,Fr,1.79
2023,Tu,Fr,7.42
2023,Th,So,1.0
2023,Fr,Fr,9.07
2023,We,Ju,4.58
2023,We,Se,34.56
2023,Sa,Fr,5.77
2023,Mo,Se,14.13
2023,Tu,Ju,15.71
2023,We,Fr,1.01
2023,Tu,Se,30.2
2023,Mo,Ju,30.38
2023,Fr,Fr,16.06
2023,Th,Fr,13.91
2023,Mo,So,25.1
2023,We,Fr,0.54
2023,Fr,Ju,28.64
2023,We,Fr,17.49
2023,Su,Fr,17.45
2023,Mo,Fr,0.91
2023,Fr,So,9.68
2023,Tu,Fr,2.34
2023,Mo,Fr,18.2
2023,Th,Fr,12.72
2023,Mo,Fr,4.98
2023,Th,So,0.56
2023,Tu,Fr,4.59
2023,Tu,So,2.4
2023,Tu,Ju,25.82
2023,Tu,Fr,15.61
2023,Su,Se,30.82
2023,Th,Se,30.24
2023,Sa,Fr,14.38
2023,We,Fr,1.78
2023,We,Fr,15.34
2023,Fr,Fr,15.6
2023,Tu,Se,26.18
2023,Su,Fr,4.7
2023,We,Fr,10.67
2023,Th,Fr,15.92
2023,We,Fr,8.0
2023,We,So,14.83
2023,Tu,Se,0.32
2023,Th,Fr,12.91
2023,Th,Fr,11.1
2023,We,Fr,4.35
2023,Mo,Fr,12.78
2023,Th,Fr,7.57
2023,Th,Se,29.66
2023,We,Fr,14.76
2023,Mo,Fr,15.85
2023,We,Fr,12.62
2023,Tu,Ju,2.37
2023,Tu,Fr,3.63
2023,Fr,Fr,1.26
2023,Sa,So,3.37
2023,Th,So,16.94
2023,We,Fr,11.74
2023,Th,Fr,2.17
2023,Fr,Ju,7.57
2023,Th,Fr,10.41
2023,We,So,19.57
2023,We,Ju,29.94
2023,Tu,Ju,6.55
2023,We,So,6.49
2023,Mo,So,15.37
2023,Tu,Fr,17.22
2023,Tu,So,6.59
2023,Mo,So,11.07
2023,Mo,Fr,10.6
2023,Sa,Fr,8.67
2023,Tu,So,8.07
2023,Mo,So,7.64
2023,Mo,Ju,2.51
2023,We,Fr,19.24
2023,Fr,Fr,19.89
2023,We,Fr,13.25
2023,Mo,Fr,12.61
2023,Su,Fr,4.29
2023,Fr,Fr,6.64
2023,Tu,Se,14.08
2023,Su,So,13.67
2023,Tu,So,1.76
2023,Fr,Se,11.02
2023,Th,Se,6.61
2023,We,Fr,19.57
2023,Mo,Fr,19.41
2023,Fr,Ju,28.07
2023,Fr,So,23.38
2023,Su,Ju,21.11
2023,Su,Fr,12.59
2023,Fr,Fr,18.03
2023,We,Fr,5.06
2023,Th,Fr,13.34
2023,We,So,5.43
2023,We,Fr,0.49
2023,We,Fr,5.94
2023,We,Fr,2.08
2023,We,Fr,16.45
2023,We,Se,9.52
2023,Th,Fr,4.47
2023,Sa,Fr,17.42
2023,Su,So,7.62
2023,Sa,Fr,14.33
2023,We,Fr,10.07
2023,Tu,Fr,4.56
2023,Su,Fr,0.73
2023,Mo,So,25.08
2023,Th,Fr,10.3
2023,Th,So,7.36
2023,Fr,So,25.92
2023,Mo,So,24.56
2023,Mo,So,2.01
2023,Tu,Fr,8.8
2023,We,Fr,9.68
2023,Su,Se,18.72
2023,Mo,Fr,8.62
2023,Tu,Se,23.8
2023,Th,Fr,6.1
2023,We,Fr,10.24
2023,Mo,Se,34.34
2023,Th,Ju,13.96
2023,We,Fr,15.44
2023,We,Ju,28.93
2023,Fr,Ju,1.79
2023,We,Fr,9.11
2023,Th,Fr,17.08
2023,We,Fr,0.76
2023,Tu,Fr,8.83
2023,Tu,Fr,9.3
2023,Fr,Fr,16.73
2023,We,So,23.2
2023,Tu,Fr,4.93
2023,Sa,Fr,5.54
2023,Mo,Fr,11.67
2023,We,Fr,5.3
2023,Tu,Fr,9.31
2023,Tu,Fr,6.27
2023,Tu,So,10.37
2023,Tu,Fr,5.1
2023,Th,Se,25.9
2023,Fr,Se,15.36
2023,We,Fr,11.54
2023,Tu,Ju,29.69
2023,Tu,Fr,7.21
2023,We,Fr,9.15
2023,Fr,Fr,11.05
2023,Mo,Fr,11.5
2023,Mo,Fr,15.85
2023,Th,Fr,3.29
2023,We,Se,34.02
2023,We,So,23.36
2023,Tu,So,5.6
2023,We,Fr,8.31
2023,Mo,Fr,9.59
2023,Fr,Fr,0.64
2023,Th,So,5.53
2023,We,Ju,14.9
2023,Su,Fr,12.05
2023,Th,Fr,9.0
2023,Tu,Fr,3.46
2023,Th,Fr,15.54
2023,We,Fr,9.78
2023,Tu,So,11.5
2023,We,So,16.32
2023,Mo,Se,19.52
2023,Mo,Fr,7.28
2023,Su,Fr,9.26
2023,Th,Ju,24.54
2023,Mo,Fr,9.69
2023,Tu,Se,9.02
2023,Su,Se,17.52
2023,Th,Fr,18.15
2023,Mo,Ju,22.48
2023,Tu,So,10.24
2023,Tu,So,0.75
2023,Su,Fr,9.01
2023,Tu,Fr,9.81
2023,Mo,Fr,16.85
2023,We,Fr,6.84
2023,Th,Fr,0.64
2023,Th,Fr,1.58
2023,Tu,So,2.12
2023,Fr,Fr,11.97
2023,We,Fr,8.09
2023,Mo,Se,4.99
2023,We,Fr,2.33
2023,Su,Fr,11.52
2023,Th,So,25.87
2023,We,Fr,2.88
2023,Tu,Fr,6.46
2023,Tu,Fr,4.4
2023,Tu,Fr,13.59
2023,We,Fr,12.36
2023,We,Ju,11.09
2023,Tu,So,16.54
2023,Tu,So,15.48
2023,Tu,Ju,21.48
2023,Tu,So,7.23
2023,We,Fr,16.63
2023,Fr,Ju,33.13
2023,Th,So,3.39
2023,Fr,Fr,18.53
2023,Th,Fr,16.34
2023,Th,So,6.2
2023,Th,Fr,3.5
2023,Fr,Fr,8.42
2023,Th,Ju,10.58
2023,Th,So,12.58
2023,Tu,So,3.7
2023,Tu,Fr,4.23
2023,Th,Fr,7.35
2023,Th,Fr,4.48
2023,Th,Se,10.63
2023,Tu,Fr,9.02
2023,Th,Fr,0.38
2023,Tu,Fr,0.05
2023,Fr,So,3.28
2023,Tu,Ju,5.2
2023,Sa,Fr,12.79
2023,Tu,So,16.36
2023,Tu,Fr,8.98
2023,Th,Fr,6.59
2023,Mo,Fr,15.56
2023,Mo,Fr,11.21
2023,Th,Se,17.43
2023,We,Ju,32.1
2023,Th,So,11.19
2023,We,Fr,12.17
2023,Sa,Fr,3.29
2023,Th,Fr,19.91
2023,Fr,Se,33.86
2023,Tu,Fr,4.75
2023,Tu,So,24.55
2023,Mo,Fr,8.47
2023,Tu,Fr,17.02
2023,Su,Ju,15.62
2023,Th,Fr,3.19
2023,Th,So,7.98
2023,We,Se,37.74
2023,Th,So,20.11
2023,Su,So,0.92
2023,Tu,Fr,1.95
2023,Fr,Ju,0.09
2023,Tu,Ju,5.54
2023,Th,Fr,19.34
2023,Mo,So,4.73
2023,We,So,22.28
2023,We,Se,21.12
2023,Tu,Fr,11.58
2023,We,Se,26.55
2023,Sa,So,0.91
2023,We,Ju,14.24
2023,We,Ju,0.17
2023,Tu,Fr,18.14
2023,Mo,Se,19.04
2023,Fr,Fr,4.46
2023,Th,Fr,16.88
2023,Mo,Fr,0.37
2023,Th,Fr,18.73
2023,Mo,So,1.5
2023,We,Fr,11.74
2023,Fr,Fr,11.33
2023,Th,Fr,10.43
2023,We,Ju,11.08
2023,Tu,Ju,9.96
2023,Mo,Se,36.5
2023,Th,Fr,18.61
2023,We,Fr,0.32
2023,We,Fr,4.77
2023,Tu,Fr,6.65
2023,We,So,6.82
2023,Mo,Fr,10.4
2023,Th,Fr,3.01
2023,Tu,Fr,12.88
2023,Fr,Fr,16.08
2023,Tu,Ju,5.17
2023,We,Fr,5.7
2023,We,Se,12.42
2023,Fr,Fr,7.06
2023,Tu,So,24.82
2023,Fr,Fr,15.7
2023,We,Fr,7.7
2023,Th,So,2.26
2023,Mo,Ju,30.51
2023,Mo,Fr,10.5
2023,Mo,So,17.52
2023,Mo,So,3.12
2023,We,Fr,5.69
2023,Su,Fr,4.5
2023,Th,Fr,3.07
2023,We,Se,19.55
2023,Th,So,4.5
2023,Fr,Se,6.98
2023,Tu,Ju,4.07
2023,We,So,14.66
2023,Mo,Ju,26.38
2023,Tu,So,24.29
2023,Fr,So,1.55
2023,Mo,Fr,2.44
2023,Th,So,2.17
2023,Tu,Fr,14.73
2023,We,Fr,10.68
2023,We,So,25.76
2023,We,Ju,28.56
2023,Th,Fr,3.9
2023,We,Fr,16.38
2023,We,Fr,14.49
2023,We,So,3.78
2023,Mo,Fr,11.02
2023,Th,So,13.97
2023,Fr,Fr,18.45
2023,Sa,Ju,0.51
2023,Mo,Ju,12.58
2023,Th,Fr,13.7
2023,Tu,So,19.81
2023,Mo,Fr,6.98
2023,We,So,7.36
2023,Mo,Ju,11.13
2023,Tu,Fr,2.4
2023,Sa,Fr,9.44
2023,We,Fr,5.96
2023,Tu,Fr,13.57
2023,We,Se,0.25
2023,We,Fr,10.16
2023,Fr,Se,41.94
2023,We,Fr,19.91
2023,We,Se,28.33
2023,We,Se,41.34
2023,Mo,Fr,11.42
2023,Th,Fr,15.79
2023,Mo,Fr,15.82
2023,Mo,Fr,15.18
2023,Mo,Fr,12.72
2023,Tu,Fr,2.59
2023,We,Ju,27.01
2023,Th,Fr,6.51
2023,Tu,Fr,2.84
2023,Fr,So,12.91
2023,Mo,So,25.47
2023,Mo,Fr,13.36
2023,Tu,Fr,18.65
2023,Tu,Fr,13.99
2023,Tu,Fr,0.8
